id,stackName,metaID
0,铜GT币,32000
1,白铜GT币,32001
2,银GT币,32002
3,金GT币,32003
4,铂GT币,32004
5,锇GT币,32005
6,硅岩GT币,32006
7,中子GT币,32007
8,上古金币,32008
9,狗狗币,32009
10,巧克力币,32010
11,工业铜币,32011
13,工业银币,32013
14,工业金币,32014
15,工业铂币,32015
16,工业锇币,32016
17,电动马达（UIV）,32017
18,电动马达（UMV）,32018
19,电动马达（UXV）,32019
20,电动马达（MAX）,32020
21,电动活塞（UIV）,32021
22,电动活塞（UMV）,32022
23,电动活塞（UXV）,32023
24,电动活塞（MAX）,32024
25,电动泵（UIV）,32025
26,电动泵（UMV）,32026
27,电动泵（UXV）,32027
28,电动泵（MAX）,32028
29,传送带（UIV）,32029
30,传送带（UMV）,32030
31,传送带（UXV）,32031
32,传送带（MAX）,32032
33,机械臂（UIV）,32033
34,机械臂（UMV）,32034
35,机械臂（UXV）,32035
36,机械臂（MAX）,32036
37,发射器（UIV）,32037
38,发射器（UMV）,32038
39,发射器（UXV）,32039
40,发射器（MAX）,32040
41,传感器（UIV）,32041
42,传感器（UMV）,32042
43,传感器（UXV）,32043
44,传感器（MAX）,32044
45,力场发生器（UIV）,32045
46,力场发生器（UMV）,32046
47,力场发生器（UXV）,32047
48,力场发生器（MAX）,32048
49,流体校准器（UHV）,32049
50,流体校准器（UEV）,32050
51,流体校准器（UIV）,32051
52,流体校准器（UMV）,32052
53,流体校准器（UXV）,32053
54,流体校准器（MAX）,32054
81,NAND芯片阵列,32081
100,铁矿车车轮,32100
101,钢矿车车轮,32101
102,碳化钨钛合金锯片,32102
103,神秘水晶锯片,32103
104,中子锯片,32104
105,超时空金属锯片,32105
110,压缩耐火黏土,32110
111,耐火砖,32111
145,狂·终极电池,32145
146,太·终极电池,32146
270,过滤传送带覆盖板（输出）,32270
271,过滤传送带覆盖板（输入）,32271
272,流体限位阀覆盖板,32272
300,空模板,32300
301,模具（板）,32301
302,模具（外壳）,32302
303,模具（齿轮）,32303
304,模具（硬币）,32304
305,模具（瓶）,32305
306,模具（锭）,32306
307,模具（球）,32307
308,模具（块）,32308
309,模具（粒）,32309
310,模具（小圆面包）,32310
311,模具（面包）,32311
312,模具（法棍）,32312
313,模具（圆柱）,32313
314,模具（砧）,32314
315,模具（命名）,32315
316,模具（箭头）,32316
317,模具（小型齿轮）,32317
318,模具（杆）,32318
319,模具（螺栓）,32319
320,模具（滚珠）,32320
321,模具（螺丝）,32321
322,模具（环）,32322
323,模具（长杆）,32323
324,模具（转子）,32324
325,模具（涡轮扇叶）,32325
326,模具（微型管道）,32326
327,模具（小型管道）,32327
328,模具（标准管道）,32328
329,模具（大型管道）,32329
330,模具（巨型管道）,32330
331,模具（钻头）,32331
332,蒸汽校准器（LV）,32332
333,蒸汽校准器（MV）,32333
334,蒸汽校准器（HV）,32334
335,蒸汽校准器（EV）,32335
336,蒸汽校准器（IV）,32336
345,铁制电磁铁,32345
346,钢制电磁铁,32346
347,钕制电磁铁,32347
348,§e钐制电磁铁,32348
349,§a谐镃电磁铁,32349
350,模头（板）,32350
351,模头（杆）,32351
352,模头（螺栓）,32352
353,模头（环）,32353
354,模头（单元）,32354
355,模头（锭）,32355
356,模头（导线）,32356
357,模头（外壳）,32357
358,模头（微型管道）,32358
359,模头（小型管道）,32359
360,模头（标准管道）,32360
361,模头（大型管道）,32361
362,模头（巨型管道）,32362
363,模头（块）,32363
364,模头（剑刃）,32364
365,模头（镐头）,32365
366,模头（锹头）,32366
367,模头（斧头）,32367
368,模头（锄头）,32368
369,模头（锤头）,32369
370,模头（锉刀头）,32370
371,模头（锯条）,32371
372,模头（齿轮）,32372
373,模头（瓶子）,32373
374,模头（转子）,32374
375,模头（小型齿轮）,32375
376,模头（涡轮扇叶）,32376
377,模头（钻头）,32377
380,基础槽位扩展,32380
381,优质槽位扩展,32381
382,高级槽位扩展,32382
383,LV无线能源覆盖板,32383
384,MV无线能源覆盖板,32384
385,HV无线能源覆盖板,32385
386,EV无线能源覆盖板,32386
387,IV无线能源覆盖板,32387
388,LuV无线能源覆盖板,32388
389,ZPM无线能源覆盖板,32389
390,UV无线能源覆盖板,32390
391,UHV无线能源覆盖板,32391
392,UEV无线能源覆盖板,32392
